# UUID|File Path|Timestamp|Command|Related Files|Comment
04c464da-2305-4490-9465-f4025048a226|docs/plans/doc-store/G-001-planning-and-agent-entry/T-002-agent-prompts-and-file-structure/README.yaml|2026-07-04T19-11-06|yaml_handler_save||Before save docs/plans/doc-store/G-001-planning-and-agent-entry/T-002-agent-prompts-and-file-structure/README.yaml
057534d7-df1c-4b0e-b7c7-4b001063f17c|docs/plans/doc-store/G-001-planning-and-agent-entry/T-002-agent-prompts-and-file-structure/README.yaml|2026-07-04T01-59-52|yaml_handler_save||Before save docs/plans/doc-store/G-001-planning-and-agent-entry/T-002-agent-prompts-and-file-structure/README.yaml
0865e1e0-63a3-4cc0-84c1-7315e471913c|planning/code_analysis_fs_instructions.yaml|2026-07-04T02-04-34|fs_move||Before fs_move (source path)
0ff4db09-8bf6-4dbe-993f-a76ef696b7e8|docs/plans/doc-store/G-001-planning-and-agent-entry/README.yaml|2026-07-04T18-42-59|yaml_handler_save||Before save docs/plans/doc-store/G-001-planning-and-agent-entry/README.yaml
118232ba-7981-42f7-bb65-f16e133c8f6e|docs/plans/doc-store/G-001-planning-and-agent-entry/T-001-standards-and-plan-files/README.yaml|2026-07-04T01-59-52|yaml_handler_save||Before save docs/plans/doc-store/G-001-planning-and-agent-entry/T-001-standards-and-plan-files/README.yaml
1725cb07-e3bf-4f74-8583-dc28fc36a173|planning/code_analysis_search_instructions.yaml|2026-07-04T02-04-34|fs_move||Before fs_move (source path)
17cacde8-e457-4e92-96eb-63a614efc293|docs/standards/gitignore.tmp|2026-07-04T01-43-01|fs_move||Before fs_move (source path)
1a6444af-706d-4923-847b-5d65aeafcbfa|planning/editor_ca_workflow_prompt.yaml|2026-07-04T02-04-34|fs_move||Before fs_move (source path)
1d7d5567-5ade-4022-b45e-99596ae77202|docs/standards/originals/plan_standard_machine.yaml|2026-07-04T02-39-19|yaml_handler_save||Before save docs/standards/originals/plan_standard_machine.yaml
236b683b-ddbb-4fb1-bbe7-bf3f56633e4e|planning/metadatastd.yaml|2026-07-04T02-04-34|fs_move||Before fs_move (source path)
2521300c-3056-48e2-b345-dd8ed6ae1610|docs/plans/doc-store/G-002-ingestion-boundary/README.yaml|2026-07-04T18-44-11|yaml_handler_save||Before save docs/plans/doc-store/G-002-ingestion-boundary/README.yaml
2c470a5b-06ed-4925-8a26-786a289135d6|.gitignore|2026-07-04T01-32-52|fs_remove||Before fs_remove
2ec3fcd3-943e-47d1-b5a3-6da7196b3fc0|docs/plans/doc-store/spec.yaml|2026-07-04T02-40-58|yaml_handler_save||Before save docs/plans/doc-store/spec.yaml
